1;bulbasaur;フシギダネ;7;69;grass;poison;overgrow;;chlorophyll;green;grassland;quadruped;Seed;A strange seed was planted on its back at birth. The plant sprouts and grows with this POKéMON.;45;49;49;65;65;45
1;bulbasaur;フシギダネ;7;69;grass;poison;overgrow;;chlorophyll;green;grassland;quadruped;Seed;It can go for days without eating a single morsel. In the bulb on its back, it stores energy.;45;49;49;65;65;45
1;bulbasaur;フシギダネ;7;69;grass;poison;overgrow;;chlorophyll;green;grassland;quadruped;Seed;The seed on its back is filled with nutrients. The seed grows steadily larger as its body grows.;45;49;49;65;65;45
1;bulbasaur;フシギダネ;7;69;grass;poison;overgrow;;chlorophyll;green;grassland;quadruped;Seed;It carries a seed on its back right from birth. As it grows older, the seed also grows larger.;45;49;49;65;65;45
1;bulbasaur;フシギダネ;7;69;grass;poison;overgrow;;chlorophyll;green;grassland;quadruped;Seed;While it is young, it uses the nutrients that are stored in the seeds on its back in order to grow.;45;49;49;65;65;45
1;bulbasaur;フシギダネ;7;69;grass;poison;overgrow;;chlorophyll;green;grassland;quadruped;Seed;BULBASAUR can be seen napping in bright sunlight. There is a seed on its back. By soaking up the sun’s rays, the seed grows progressively larger.;45;49;49;65;65;45
1;bulbasaur;フシギダネ;7;69;grass;poison;overgrow;;chlorophyll;green;grassland;quadruped;Seed;There is a plant seed on its back right from the day this POKéMON is born. The seed slowly grows larger.;45;49;49;65;65;45
1;bulbasaur;フシギダネ;7;69;grass;poison;overgrow;;chlorophyll;green;grassland;quadruped;Seed;For some time after its birth, it grows by gaining nourishment from the seed on its back.;45;49;49;65;65;45
1;bulbasaur;フシギダネ;7;69;grass;poison;overgrow;;chlorophyll;green;grassland;quadruped;Seed;A strange seed was planted on its back at birth. The plant sprouts and grows with this Pokémon.;45;49;49;65;65;45
1;bulbasaur;フシギダネ;7;69;grass;poison;overgrow;;chlorophyll;green;grassland;quadruped;Seed;Bulbasaur can be seen napping in bright sunlight. There is a seed on its back. By soaking up the sun’s rays, the seed grows progressively larger.;45;49;49;65;65;45
2;ivysaur;フシギソウ;10;130;grass;poison;overgrow;;chlorophyll;green;grassland;quadruped;Seed;When the bulb on its back grows large, it appears to lose the ability to stand on its hind legs.;60;62;63;80;80;60
2;ivysaur;フシギソウ;10;130;grass;poison;overgrow;;chlorophyll;green;grassland;quadruped;Seed;The bulb on its back grows by drawing energy. It gives off an aroma when it is ready to bloom.;60;62;63;80;80;60
2;ivysaur;フシギソウ;10;130;grass;poison;overgrow;;chlorophyll;green;grassland;quadruped;Seed;Exposure to sun­ light adds to its strength. Sunlight also makes the bud on its back grow larger.;60;62;63;80;80;60
2;ivysaur;フシギソウ;10;130;grass;poison;overgrow;;chlorophyll;green;grassland;quadruped;Seed;If the bud on its back starts to smell sweet, it is evidence that the large flower will soon bloom.;60;62;63;80;80;60
2;ivysaur;フシギソウ;10;130;grass;poison;overgrow;;chlorophyll;green;grassland;quadruped;Seed;The bulb on its back grows as it absorbs nutrients. The bulb gives off a pleasant aroma when it blooms.;60;62;63;80;80;60
2;ivysaur;フシギソウ;10;130;grass;poison;overgrow;;chlorophyll;green;grassland;quadruped;Seed;There is a bud on this POKéMON’s back. To support its weight, IVYSAUR’s legs and trunk grow thick and strong. If it starts spending more time lying in the sunlight, it’s a sign that the bud will bloom into a large flower soon.;60;62;63;80;80;60
2;ivysaur;フシギソウ;10;130;grass;poison;overgrow;;chlorophyll;green;grassland;quadruped;Seed;To support its bulb, IVYSAUR’s legs grow sturdy. If it spends more time lying in the sunlight, the bud will soon bloom into a large flower.;60;62;63;80;80;60
2;ivysaur;フシギソウ;10;130;grass;poison;overgrow;;chlorophyll;green;grassland;quadruped;Seed;There is a plant bulb on its back. When it absorbs nutrients, the bulb is said to blossom into a large flower.;60;62;63;80;80;60
2;ivysaur;フシギソウ;10;130;grass;poison;overgrow;;chlorophyll;green;grassland;quadruped;Seed;When the bud on its back starts swelling, a sweet aroma wafts to indicate the flower’s coming bloom.;60;62;63;80;80;60
2;ivysaur;フシギソウ;10;130;grass;poison;overgrow;;chlorophyll;green;grassland;quadruped;Seed;Exposure to sunlight adds to its strength. Sunlight also makes the bud on its back grow larger.;60;62;63;80;80;60
2;ivysaur;フシギソウ;10;130;grass;poison;overgrow;;chlorophyll;green;grassland;quadruped;Seed;There is a bud on this Pokémon’s back. To support its weight, Ivysaur’s legs and trunk grow thick and strong. If it starts spending more time lying in the sunlight, it’s a sign that the bud will bloom into a large flower soon.;60;62;63;80;80;60
3;venusaur;フシギバナ;20;1000;grass;poison;overgrow;;chlorophyll;green;grassland;quadruped;Seed;The plant blooms when it is absorbing solar energy. It stays on the move to seek sunlight.;80;82;83;100;100;80
3;venusaur;フシギバナ;20;1000;grass;poison;overgrow;;chlorophyll;green;grassland;quadruped;Seed;The flower on its back catches the sun's rays. The sunlight is then absorbed and used for energy.;80;82;83;100;100;80
3;venusaur;フシギバナ;20;1000;grass;poison;overgrow;;chlorophyll;green;grassland;quadruped;Seed;By spreading the broad petals of its flower and catching the sun's rays, it fills its body with power.;80;82;83;100;100;80
3;venusaur;フシギバナ;20;1000;grass;poison;overgrow;;chlorophyll;green;grassland;quadruped;Seed;It is able to con­ vert sunlight into energy. As a result, it is more powerful in the summertime.;80;82;83;100;100;80
3;venusaur;フシギバナ;20;1000;grass;poison;overgrow;;chlorophyll;green;grassland;quadruped;Seed;As it warms it­ self and absorbs the sunlight, its flower petals release a pleasant fragrance.;80;82;83;100;100;80
3;venusaur;フシギバナ;20;1000;grass;poison;overgrow;;chlorophyll;green;grassland;quadruped;Seed;There is a large flower on VENUSAUR’s back. The flower is said to take on vivid colors if it gets plenty of nutrition and sunlight. The flower’s aroma soothes the emotions of people.;80;82;83;100;100;80
3;venusaur;フシギバナ;20;1000;grass;poison;overgrow;;chlorophyll;green;grassland;quadruped;Seed;VENUSAUR’s flower is said to take on vivid colors if it gets plenty of nutrition and sunlight. The flower’s aroma soothes the emotions of people.;80;82;83;100;100;80
3;venusaur;フシギバナ;20;1000;grass;poison;overgrow;;chlorophyll;green;grassland;quadruped;Seed;A bewitching aroma wafts from its flower. The fragrance becalms those engaged in a battle.;80;82;83;100;100;80
3;venusaur;フシギバナ;20;1000;grass;poison;overgrow;;chlorophyll;green;grassland;quadruped;Seed;Its plant blooms when it is absorbing solar energy. It stays on the move to seek sunlight.;80;82;83;100;100;80
3;venusaur;フシギバナ;20;1000;grass;poison;overgrow;;chlorophyll;green;grassland;quadruped;Seed;After a rainy day, the flower on its back smells stronger. The scent attracts other Pokémon.;80;82;83;100;100;80
3;venusaur;フシギバナ;20;1000;grass;poison;overgrow;;chlorophyll;green;grassland;quadruped;Seed;By spreading the broad petals of its flower and catching the sun’s rays, it fills its body with power.;80;82;83;100;100;80
3;venusaur;フシギバナ;20;1000;grass;poison;overgrow;;chlorophyll;green;grassland;quadruped;Seed;It is able to convert sunlight into energy. As a result, it is more powerful in the summertime.;80;82;83;100;100;80
3;venusaur;フシギバナ;20;1000;grass;poison;overgrow;;chlorophyll;green;grassland;quadruped;Seed;There is a large flower on Venusaur’s back. The flower is said to take on vivid colors if it gets plenty of nutrition and sunlight. The flower’s aroma soothes the emotions of people.;80;82;83;100;100;80
4;charmander;ヒトカゲ;6;85;fire;;blaze;;solar-power;red;mountain;upright;Lizard;Obviously prefers hot places. When it rains, steam is said to spout from the tip of its tail.;39;52;43;60;50;65
